PEOPLE,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,RFM_Score
กว-4754,325,2,480.0,4,4,4,444
กว-4788ชบ,229,3,1600.0,3,4,3,343
กว-4897,189,3,3100.0,3,4,2,342
กว-4929,55,17,25298.0,1,1,1,111
กว-4975,213,7,5000.000000000001,3,2,2,322
กว-5021,248,8,2490.0,3,2,2,322
กว-509,217,3,280.0,3,4,4,344
กว-5261,80,9,7000.0,2,2,2,222
กว-5320,127,10,5790.0,2,2,2,222
กว-5416,117,13,5420.0,2,1,2,212
กว-5445,45,6,700.0,1,2,3,123
กว-558,319,4,820.0,4,3,3,433
กว-5589,177,4,530.0,3,3,4,334
กว-6109,158,12,2100.0,2,1,3,213
กว-639,259,33,1730.0,3,1,3,313
กว-6431,251,2,1450.0,3,4,3,343
กว-6492,180,14,18000.0,3,1,1,311
กว-6583,4,17,12870.0,1,1,1,111
กว-7094กทม,263,5,2950.0,3,3,2,332
กว-7158,304,8,2860.0,4,2,2,422
กว-717,323,2,300.0,4,4,4,444
กว-7268,213,2,300.0,3,4,4,344
กว-7386 ชบ,37,21,8998.0,1,1,1,111
กว-7386ชบ,343,8,9350.0,4,2,1,421
กว-7480,0,9,1880.0,1,2,3,123
กว-7669,271,2,200.0,3,4,4,344
กว-7871,307,5,7000.0,4,3,2,432
กว-7964 ชบ,109,6,1500.0,2,2,3,223
กว-8113 ชบ,42,6,5600.0,1,2,2,122
กว-8222,351,9,10800.0,4,2,1,421
กว-8250,385,5,660.0,4,3,4,434
กว-838,182,2,150.0,3,4,4,344
กว-8574,124,6,3030.0,2,2,2,222
กว-8714,152,8,2660.0,2,2,2,222
กว-882,140,27,14290.000000000002,2,1,1,211
กว-8981,243,3,470.0,3,4,4,344
กว-8983,191,10,7448.0,3,2,2,322
กว-9050ชบ,62,2,1900.0,1,4,3,143
กว-9166ชบ,10,15,2500.0,1,1,2,112
กว-9715,41,7,2000.0,1,2,3,123
กว-9752,322,9,11680.0,4,2,1,421
กว-9816,387,2,300.0,4,4,4,444
กว-9986,367,3,2150.0,4,4,3,443
กศ-3554,109,6,3000.0,2,2,2,222
กษ-10,190,5,2650.0,3,3,2,332
กษ-1655,116,38,46470.0,2,1,1,211
กษ-1752,252,11,6600.0,3,1,2,312
กษ-1844,234,4,2120.0,3,3,3,333
กษ-2058,243,8,2548.0,3,2,2,322
กษ-2143,18,5,4200.0,1,3,2,132
กษ-2645,216,7,2410.0,3,2,3,323
กษ-268,337,3,1900.0,4,4,3,443
กษ-2832,346,4,2550.0,4,3,2,432
กษ-2907,195,9,4800.0,3,2,2,322
กษ-3017,366,9,12000.0,4,2,1,421
กษ-3167,16,33,23860.0,1,1,1,111
กษ-3237,7,11,6300.0,1,1,2,112
กษ-3382ชบ,198,2,1700.0,3,4,3,343
กษ-364,16,59,39339.2,1,1,1,111
กษ-3679,246,2,2000.0,3,4,3,343
กษ-3829,123,2,230.0,2,4,4,244
กษ-3954,323,6,898.0,4,2,3,423
กษ-4060,316,3,1600.0,4,4,3,443
กษ-4151,126,3,930.0,2,4,3,243
กษ-4327,320,5,5200.0,4,3,2,432
กษ-4375,16,3,1900.0,1,4,3,143
กษ-4509,68,9,832.0,2,2,3,223
กษ-4715,155,2,500.0,2,4,4,244
กษ-482,153,2,250.0,2,4,4,244
กษ-4881,94,2,2745.0,2,4,2,242
กษ-56,218,14,13448.0,3,1,1,311
กษ-5777,269,9,18200.0,3,2,1,321
กษ-5787,163,10,1070.0,2,2,3,223
กษ-5817,222,2,1450.0,3,4,3,343
กษ-5929,110,2,630.0,2,4,4,244
กษ-600ชบ,410,3,650.0,4,4,4,444
กษ-6058,272,8,3500.0,3,2,2,322
กษ-6065,262,5,448.0,3,3,4,334
กษ-6077,48,8,2420.0,1,2,3,123
กษ-6298,273,2,230.0,3,4,4,344
กษ-6301,334,7,3195.1400000000003,4,2,2,422
กษ-6545,172,12,11900.0,2,1,1,211
กษ-6598,4,2,1700.0,1,4,3,143
กษ-6757,169,9,1390.0,2,2,3,223
กษ-6781,133,9,13000.0,2,2,1,221
กษ-6881,31,9,7000.0,1,2,2,122
กษ-6890,240,5,860.0,3,3,3,333
กษ-6907,400,8,4280.0,4,2,2,422
กษ-698,37,3,1600.0,1,4,3,143
กษ-7071,203,7,4180.0,3,2,2,322
กษ-7213ชบ,128,17,17530.0,2,1,1,211
กษ-7351,68,25,22224.0,2,1,1,211
กษ-7394ชบ,288,2,160.0,3,4,4,344
กษ-7615,170,2,1600.0,2,4,3,243
กษ-7652ชบ,29,4,200.0,1,3,4,134
กษ-7818,238,3,1400.0,3,4,3,343
กษ-8001,214,4,260.0,3,3,4,334
กษ-8053,65,7,0.0,1,2,4,124
กษ-816,22,9,5400.0,1,2,2,122
กษ-8196,41,9,7000.0,1,2,2,122
กษ-8239,383,9,1250.0,4,2,3,423
กษ-8315,46,3,1470.0,1,4,3,143
กษ-8315ชบ,345,7,3600.0,4,2,2,422
กษ-868,107,2,230.0,2,4,4,244
กษ-8758,62,9,18360.0,1,2,1,121
กษ-8762,323,2,1050.0,4,4,3,443
กษ-8779,28,20,9746.0,1,1,1,111
กษ-9053,68,9,17400.0,2,2,1,221
กษ-914,20,5,750.0,1,3,3,133
กษ-9283,323,5,16000.0,4,3,1,431
กษ-9430,267,9,7500.0,3,2,2,322
กษ-972.,78,10,11550.0,2,2,1,221
กษ-972ชบ,229,2,1450.0,3,4,3,343
กษ-9750,123,4,4700.0,2,3,2,232
กษ-9786,39,6,7760.0,1,2,2,122
กษ-9786ชบ,46,3,2250.0,1,4,3,143
กษ-9879,220,9,17400.0,3,2,1,321
กฬ-5595,298,18,16445.0,3,1,1,311
กอ-1080,17,36,13486.0,1,1,1,111
กอ-1852ชบ,66,61,2698.0,1,1,2,112
กอ-2278,303,4,200.0,3,3,4,334
กอ-2480,1,19,8570.0,1,1,1,111
กอ-2493ชบ,107,19,21248.0,2,1,1,211
กอ-2581,401,2,1450.0,4,4,3,443
กอ-2648ชบ,286,2,300.0,3,4,4,344
กอ-2813,276,2,550.0,3,4,4,344
กอ-3179,24,5,1130.0,1,3,3,133
กอ-3180,244,3,4013.0,3,4,2,342
กอ-3193,359,4,200.0,4,3,4,434
กอ-324,74,9,17000.0,2,2,1,221
กอ-3289,362,8,2130.0,4,2,3,423
กอ-329 ชบ,401,4,3800.0,4,3,2,432
กอ-3446,82,6,3660.0,2,2,2,222
กอ-3696,297,12,7050.0,3,1,2,312
กอ-3798,108,5,3400.0,2,3,2,232
กอ-403,150,2,230.0,2,4,4,244
กอ-4239,4,10,5600.0,1,2,2,122
กอ-4506,210,4,2550.0,3,3,2,332
กอ-4875,105,24,6416.0,2,1,2,212
กอ-504,177,3,2350.0,3,4,3,343
กอ-5161,47,6,1600.0,1,2,3,123
กอ-5225,171,2,360.0,2,4,4,244
กอ-5232,142,5,448.0,2,3,4,234
กอ-54,15,11,11450.0,1,1,1,111
กอ-552ชบ,43,18,15400.0,1,1,1,111
กอ-558,184,3,450.0,3,4,4,344
กอ-5702,420,3,420.0,4,4,4,444
กอ-5712,143,2,700.0,2,4,3,243
กอ-5755,273,3,3500.0,3,4,2,342
กอ-5782,236,5,448.0,3,3,4,334
กอ-5914,265,3,1830.0,3,4,3,343
กอ-6034ชบ,57,6,6070.0,1,2,2,122
กอ-6163 ชบ,49,2,250.0,1,4,4,144
กอ-6175,403,9,8400.0,4,2,2,422
กอ-6266,275,18,19700.0,3,1,1,311
กอ-6384,330,9,13200.0,4,2,1,421
กอ-6407,155,12,2450.0,2,1,2,212
กอ-654,26,28,14554.0,1,1,1,111
กอ-6557,42,13,2670.0,1,1,2,112
กอ-6625,217,15,23670.0,3,1,1,311
กอ-6781,46,2,500.0,1,4,4,144
กอ-6859ชบ,62,11,13000.0,1,1,1,111
กอ-6870 ชบ,195,4,750.0,3,3,3,333
กอ-6900,133,2,1750.0,2,4,3,243
กอ-7016,208,23,14796.0,3,1,1,311
กอ-7103,243,2,170.0,3,4,4,344
กอ-7240,323,9,8500.0,4,2,1,421
กอ-7247,99,4,200.0,2,3,4,234
กอ-7428,229,15,17730.0,3,1,1,311
กอ-7570,91,14,30000.0,2,1,1,211
กอ-7733ชบ,274,6,1620.0,3,2,3,323
กอ-7825,59,3,650.0,1,4,4,144
กอ-7904,92,3,560.0,2,4,4,244
กอ-7973,358,18,8200.0,4,1,2,412
กอ-7986,232,2,900.0,3,4,3,343
กอ-8034,48,16,14348.0,1,1,1,111
กอ-807,379,2,230.0,4,4,4,444
กอ-8098,312,2,4500.0,4,4,2,442
กอ-8149,188,4,800.0,3,3,3,333
กอ-8433 ชบ,46,2,350.0,1,4,4,144
กอ-8593,360,5,310.0,4,3,4,434
กอ-8644,315,7,1350.0,4,2,3,423
กอ-8663,101,15,3030.0,2,1,2,212
กอ-8722,203,2,300.0,3,4,4,344
กอ-8962,238,2,700.0,3,4,3,343
กอ-8964,108,7,1898.0,2,2,3,223
กอ-9041,119,18,21848.0,2,1,1,211
กอ-9084,364,3,560.0,4,4,4,444
กอ-9255,58,5,660.0,1,3,4,134
กอ-9319,79,5,448.0,2,3,4,234
กอ-9579,364,2,250.0,4,4,4,444
กอ-9947,199,2,180.0,3,4,4,344
กัลยา,410,4,14579.44,4,3,1,431
ข-001,229,15,37730.83,3,1,1,311
ข-017,92,10,1467.29,2,2,3,223
ข-020,267,4,11925.23,3,3,1,331
ข-4774,56,2,230.0,1,4,4,144
ขก-1694,273,4,2280.0,3,3,3,333
ขก-1836,236,4,2500.0,3,3,2,332
ขก-1950,103,13,3580.0,2,1,2,212
ขก-2004,8,9,8000.0,1,2,2,122
ขก-2325,196,35,5660.0,3,1,2,312
ขก-2569,374,2,1000.0,4,4,3,443
ขก-2836,330,3,5300.0,4,4,2,442
ขก-2867,143,9,10040.0,2,2,1,221
ขก-3094,94,6,898.0,2,2,3,223
ขก-3295ชบ,125,7,5330.0,2,2,2,222
ขก-338,20,71,55281.0,1,1,1,111
ขก-36,98,11,5350.0,2,1,2,212
ขก-3867,46,10,6700.0,1,2,2,122
ขก-3867ชบ,410,8,18000.0,4,2,1,421
ขก-4485,182,7,2110.0,3,2,3,323
ขก-4612,36,24,21283.0,1,1,1,111
ขก-4639,302,4,600.0,3,3,4,334
ขก-4715,154,2,214.0,2,4,4,244
ขก-4817.,332,5,660.0,4,3,4,434
ขก-4821,175,18,11060.0,2,1,1,211
ขก-4958,357,5,660.0,4,3,4,434
ขก-527,153,2,550.0,2,4,4,244
ขก-5418,215,2,1450.0,3,4,3,343
ขก-5599ชบ,289,9,20000.0,3,2,1,321
ขก-5811,354,5,4800.000000000001,4,3,2,432
ขก-5813,53,27,3544.0,1,1,2,112
ขก-5899,49,3,2050.0,1,4,3,143
ขก-5906,11,6,2940.0,1,2,2,122
ขก-5971,172,7,3880.0,2,2,2,222
ขก-6255,68,5,0.0,2,3,4,234
ขก-6362,168,32,33072.0,2,1,1,211
ขก-6398,79,36,30188.0,2,1,1,211
ขก-6450,195,4,200.0,3,3,4,334
ขก-6569,278,9,7600.0,3,2,2,322
ขก-6593,384,17,16010.0,4,1,1,411
ขก-6783,75,4,2330.0,2,3,3,233
ขก-6783ชบ,96,4,200.0,2,3,4,234
ขก-6788,194,2,120.0,3,4,4,344
ขก-6902,407,2,500.0,4,4,4,444
ขก-6957,157,2,200.0,2,4,4,244
ขก-7000,97,11,9960.0,2,1,1,211
ขก-7003,426,2,1450.0,4,4,3,443
ขก-7070,99,9,24000.0,2,2,1,221
ขก-71,54,4,2900.0,1,3,2,132
ขก-7214ชบ,175,5,8600.0,2,3,1,231
ขก-7240,0,4,2500.0,1,3,2,132
ขก-7261,100,8,720.0,2,2,3,223
ขก-7383,36,24,9440.0,1,1,1,111
ขก-7526,96,11,2700.0,2,1,2,212
ขก-7714,49,5,448.0,1,3,4,134
ขก-8004 ชบ,231,4,2500.0,3,3,2,332
ขก-801,181,2,1450.0,3,4,3,343
ขก-8013,93,2,230.0,2,4,4,244
ขก-8153,126,14,4940.0,2,1,2,212
ขก-8156,9,3,400.0,1,4,4,144
ขก-8157,17,16,10740.0,1,1,1,111
ขก-8308,336,5,448.0,4,3,4,434
ขก-8449,345,2,230.0,4,4,4,444
ขก-8624,375,2,4500.0,4,4,2,442
ขก-8624ชบ,428,4,256.0,4,3,4,434
ขก-89,366,2,300.0,4,4,4,444
ขก-8917,270,13,2346.0,3,1,3,313
ขก-8978,161,2,1450.0,2,4,3,243
ขก-9042,379,9,30000.0,4,2,1,421
ขก-9127,92,5,448.0,2,3,4,234
ขก-914,317,5,448.0,4,3,4,434
ขก-9339,226,11,856.0,3,1,3,313
ขก-9415,402,9,18600.0,4,2,1,421
ขก-9464,48,2,200.0,1,4,4,144
ขก-9543,185,17,9190.0,3,1,1,311
ขก-9731,213,9,1600.0,3,2,3,323
ขก-9772,416,2,630.0,4,4,4,444
ขก-9805,113,25,24590.0,2,1,1,211
ขก-9956,26,39,25350.0,1,1,1,111
ขก-9993,122,18,10150.0,2,1,1,211
ขก7714,347,10,18800.0,4,2,1,421
ขข-1132,88,2,300.0,2,4,4,244
ขข-1187,39,2,650.0,1,4,4,144
ขข-1190 ชบ,325,11,8000.0,4,1,2,412
ขข-1219,56,18,17430.0,1,1,1,111
ขข-1225ชบ,37,11,8900.0,1,1,1,111
ขข-1253,0,22,10530.0,1,1,1,111
ขข-1319,326,10,3020.0,4,2,2,422
ขข-1417,313,4,2350.0,4,3,3,433
ขข-1448,131,7,730.0,2,2,3,223
ขข-1692,167,17,10210.0,2,1,1,211
ขข-1865,324,4,610.0,4,3,4,434
ขข-1955,107,2,1450.0,2,4,3,243
ขข-204,59,3,5000.0,1,4,2,142
ขข-216,231,14,7170.0,3,1,2,312
ขข-2238,28,5,2650.0,1,3,2,132
ขข-2317,329,3,1470.0,4,4,3,443
ขข-2371,52,28,8270.0,1,1,2,112
ขข-2482,65,11,4498.0,1,1,2,112
ขข-2554,25,6,598.0,1,2,4,124
ขข-2578,84,15,8511.93,2,1,1,211
ขข-2578ชบ,291,8,460.0,3,2,4,324
ขข-2750,109,3,380.0,2,4,4,244
ขข-2763,242,2,300.0,3,4,4,344
ขข-2763ชบ,55,27,10876.0,1,1,1,111
ขข-2849,39,28,11505.0,1,1,1,111
ขข-2968,403,3,10840.0,4,4,1,441
ขข-2993 ชบ,166,9,10300.0,2,2,1,221
ขข-3061,147,11,9900.0,2,1,1,211
ขข-3415,302,2,650.0,3,4,4,344
ขข-3735,162,12,17890.0,2,1,1,211
ขข-3750ชบ,162,7,760.0,2,2,3,223
ขข-3764,302,5,4900.0,3,3,2,332
ขข-385,157,5,660.0,2,3,4,234
ขข-3953,114,15,4820.0,2,1,2,212
ขข-4173,15,9,4880.0,1,2,2,122
ขข-4218,58,3,800.0,1,4,3,143
ขข-4655,248,5,510.0,3,3,4,334
ขข-4678,157,5,1020.0,2,3,3,233
ขข-4790ชบ,410,9,3760.0,4,2,2,422
ขข-495,15,36,12470.0,1,1,1,111
ขข-5009,314,5,6200.0,4,3,2,432
ขข-5060,285,8,2550.0,3,2,2,322
ขข-5142,4,9,14000.0,1,2,1,121
ขข-5169,71,14,4390.0,2,1,2,212
ขข-5187,302,10,15550.0,3,2,1,321
ขข-5373,374,9,8400.0,4,2,2,422
ขข-5533,255,28,47085.28999999999,3,1,1,311
ขข-558,14,2,920.0,1,4,3,143
ขข-5625,49,14,7830.000000000001,1,1,2,112
ขข-5695,204,10,16000.0,3,2,1,321
ขข-5751,118,13,15000.0,2,1,1,211
ขข-5757,50,14,22570.0,1,1,1,111
ขข-5919,222,3,1470.0,3,4,3,343
ขข-5977,240,26,24060.230000000003,3,1,1,311
ขข-6542,126,9,3820.0,2,2,2,222
ขข-6567,52,2,300.0,1,4,4,144
ขข-6666,55,6,6150.0,1,2,2,122
ขข-6676,38,4,3700.0,1,3,2,132
ขข-671,212,2,2650.0,3,4,2,342
ขข-6758,272,9,7200.0,3,2,2,322
ขข-6957,219,16,5838.7699999999995,3,1,2,312
ขข-6983,153,27,10350.0,2,1,1,211
ขข-7026,190,8,1410.0,3,2,3,323
ขข-7127,141,2,230.0,2,4,4,244
ขข-7281ชบ,213,3,3200.0,3,4,2,342
ขข-7323,63,2,550.0,1,4,4,144
ขข-7548,417,5,448.0,4,3,4,434
ขข-7576,41,10,896.0,1,2,3,123
ขข-7720,126,2,1450.0,2,4,3,243
ขข-7720ชบ,28,2,1900.0,1,4,3,143
ขข-7838,70,9,4500.0,2,2,2,222
ขข-7882,357,5,6500.0,4,3,2,432
ขข-8027,63,2,1450.0,1,4,3,143
ขข-8032,240,3,560.0,3,4,4,344
ขข-8136,405,5,2000.0,4,3,3,433
ขข-8187,3,23,16370.0,1,1,1,111
ขข-831,110,8,2830.0,2,2,2,222
ขข-8501,414,2,16000.0,4,4,1,441
ขข-8617,283,6,300.0,3,2,4,324
ขข-8631,231,3,1830.0,3,4,3,343
ขข-877,322,5,660.0,4,3,4,434
ขข-8987,119,4,200.0,2,3,4,234
ขข-9016,108,5,660.0,2,3,4,234
ขข-9027ชบ,63,5,660.0,1,3,4,134
ขข-9216,145,8,6092.0,2,2,2,222
ขข-9261,37,6,4550.0,1,2,2,122
ขข-9438,386,2,1450.0,4,4,3,443
ขข-9621,402,2,1450.0,4,4,3,443
ขข-9798,272,6,850.0,3,2,3,323
ขข-9818,425,2,150.0,4,4,4,444
ขข-9942,375,6,598.0,4,2,4,424
ขข-998,282,3,1500.0,3,4,3,343
ขค-1102,38,10,3350.0,1,2,2,122
ขค-1135,92,8,828.0,2,2,3,223
ขค-1284,355,9,8350.0,4,2,2,422
ขค-1342,302,12,1958.0,3,1,3,313
ขค-176,213,10,3100.0,3,2,2,322
ขค-1993,2,6,360.0,1,2,4,124
ขค-2612ชบ,271,9,12000.0,3,2,1,321
ขค-278,151,7,1420.0,2,2,3,223
ขค-289,191,9,920.0,3,2,3,323
ขค-2909,77,11,3650.0,2,1,2,212
ขค-2921 ชบ,101,7,11800.0,2,2,1,221
ขค-2938,220,9,11400.0,3,2,1,321
ขค-3171,272,19,21310.0,3,1,1,311
ขค-3267,305,2,2150.0,4,4,3,443
ขค-3366,64,4,330.0,1,3,4,134
ขค-3509,55,9,15000.0,1,2,1,121
ขค-365,190,2,230.0,3,4,4,344
ขค-3703,54,9,3150.0,1,2,2,122
ขค-3732,284,10,7750.0,3,2,2,322
ขค-4122,312,14,20051.0,4,1,1,411
ขค-433,41,2,900.0,1,4,3,143
ขค-4421,166,6,600.0,2,2,4,224
ขค-4471,216,4,1100.0,3,3,3,333
ขค-4486,284,4,200.0,3,3,4,334
ขค-4522,342,9,6400.0,4,2,2,422
ขค-4707,415,9,8400.0,4,2,2,422
ขค-4758,46,12,9786.82,1,1,1,111
ขค-5043,116,14,13448.0,2,1,1,211
ขค-5091,426,5,448.0,4,3,4,434
ขค-5402,83,6,2300.0,2,2,3,223
ขค-5459,401,9,8200.0,4,2,2,422
ขค-5471,57,23,20820.0,1,1,1,111
ขค-5497ชบ,70,2,230.0,2,4,4,244
ขค-5528,64,3,800.0,1,4,3,143
ขค-5675ชบ,307,2,1450.0,4,4,3,443
ขค-567ชบ,284,10,20600.0,3,2,1,321
ขค-5960ชบ,31,9,8000.0,1,2,2,122
ขค-6201,365,8,6800.0,4,2,2,422
ขค-6266,6,2,600.0,1,4,4,144
ขค-6269,280,13,5850.0,3,1,2,312
ขค-6457,41,11,4620.0,1,1,2,112
ขค-6559,210,6,2440.0,3,2,3,323
ขค-6606,319,17,17520.0,4,1,1,411
ขค-6715,4,9,5000.0,1,2,2,122
ขค-6845,301,13,13100.0,3,1,1,311
ขค-6851,37,17,9518.0,1,1,1,111
ขค-6876,302,9,920.0,3,2,3,323
ขค-7042,0,8,2448.0,1,2,2,122
ขค-7182,39,3,3500.0,1,4,2,142
ขค-7390,49,17,15550.0,1,1,1,111
ขค-7476,93,6,2000.0,2,2,3,223
ขค-7781ชบ,229,19,12350.0,3,1,1,311
ขค-7864,92,3,800.0,2,4,3,243
ขค-7880ชบ,38,15,7649.999999999999,1,1,2,112
ขค-7909,352,4,200.0,4,3,4,434
ขค-8393,322,9,1400.0,4,2,3,423
ขค-8449,390,2,4000.0,4,4,2,442
ขค-8450,7,8,3310.0,1,2,2,122
ขค-8505,99,7,2110.0,2,2,3,223
ขค-8545,308,5,448.0,4,3,4,434
ขค-8606 ชบ,211,3,560.0,3,4,4,344
ขค-8858ชบ,208,2,2000.0,3,4,3,343
ขค-9025ชบ,229,2,200.0,3,4,4,344
ขค-9066ชบ,186,2,4000.0,3,4,2,342
ขค-915,302,26,14579.999999999998,3,1,1,311
ขค-9554,238,2,2900.0,3,4,2,342
ขค-9592,211,2,1450.0,3,4,3,343
ขค-9611,203,6,1000.0,3,2,3,323
ขค-9611 ชบ,220,6,870.0,3,2,3,323
ขค-9864,48,9,4720.0,1,2,2,122
ขง-1157ชบ,25,4,1920.0,1,3,3,133
ขง-1384,79,14,6730.0,2,1,2,212
ขง-1681,146,11,3710.0,2,1,2,212
ขง-1741,119,36,34340.0,2,1,1,211
ขง-1831,36,10,1320.0,1,2,3,123
ขง-1941,157,4,200.0,2,3,4,234
ขง-2252,266,3,1730.0,3,4,3,343
ขง-2344,244,17,16714.06,3,1,1,311
ขง-2446,143,4,2280.0,2,3,3,233
ขง-2459,421,9,13000.0,4,2,1,421
ขง-2462ชบ,209,2,230.0,3,4,4,344
ขง-2487,61,7,2300.0,1,2,3,123
ขง-2583,133,15,20653.55,2,1,1,211
ขง-2601,118,9,3365.0,2,2,2,222
ขง-2653,273,9,16000.0,3,2,1,321
ขง-2665,147,11,8660.0,2,1,1,211
ขง-2699,108,8,4060.0,2,2,2,222
ขง-2746,78,5,660.0,2,3,4,234
ขง-2806,231,3,560.0,3,4,4,344
ขง-2912,89,20,13890.0,2,1,1,211
ขง-3166ชบ,371,13,6400.0,4,1,2,412
ขง-3194,203,2,800.0,3,4,3,343
ขง-3538,236,6,400.0,3,2,4,324
ขง-3538ชบ,225,20,24810.0,3,1,1,311
ขง-3588,115,9,18000.0,2,2,1,221
ขง-3641,389,3,1500.0,4,4,3,443
ขง-3649,424,2,130.0,4,4,4,444
ขง-3887,299,5,720.0,3,3,3,333
ขง-4047,93,9,9560.0,2,2,1,221
ขง-4238ชบ,29,9,12760.0,1,2,1,121
ขง-4255ชบ,197,9,12000.0,3,2,1,321
ขง-4287,125,4,200.0,2,3,4,234
ขง-4293,54,2,230.0,1,4,4,144
ขง-4452,372,2,830.0,4,4,3,443
ขง-4544 ชบ,238,9,21400.0,3,2,1,321
ขง-4892ชบ,287,13,7800.0,3,1,2,312
ขง-5645,131,2,300.0,2,4,4,244
ขง-5799,23,8,3350.0,1,2,2,122
ขง-5839,89,12,6640.0,2,1,2,212
ขง-5888,155,5,3350.0,2,3,2,232
ขง-5895 ชบ,110,18,18480.0,2,1,1,211
ขง-5900ชบ,410,3,420.0,4,4,4,444
ขง-593ชบ,30,13,8200.0,1,1,2,112
ขง-5957,42,11,5950.0,1,1,2,112
ขง-603,141,3,380.0,2,4,4,244
ขง-6064,297,4,200.0,3,3,4,334
ขง-6121,112,10,9600.0,2,2,1,221
ขง-6136,37,20,12460.0,1,1,1,111
ขง-6192,68,21,18260.0,2,1,1,211
ขง-622 ชบ,198,4,8000.0,3,3,2,332
ขง-6315,72,14,6650.0,2,1,2,212
ขง-6494,95,7,3950.0,2,2,2,222
ขง-6521,358,2,200.0,4,4,4,444
ขง-664,58,9,6420.0,1,2,2,122
ขง-6701,67,18,13400.0,1,1,1,111
ขง-6962,298,4,2070.0,3,3,3,333
ขง-7143ชบ,311,2,1450.0,4,4,3,443
ขง-7148,228,4,1950.0,3,3,3,333
ขง-7174,141,7,1360.0,2,2,3,223
ขง-7202,81,3,700.0,2,4,3,243
ขง-726,298,9,7400.0,3,2,2,322
ขง-7318,1,7,978.0,1,2,3,123
ขง-733,121,13,12750.0,2,1,1,211
ขง-738,308,3,590.0,4,4,4,444
ขง-7391,171,4,2170.0,2,3,3,233
ขง-7481,0,19,6080.0,1,1,2,112
ขง-7593,218,9,18000.0,3,2,1,321
ขง-7608,10,13,3447.999999999999,1,1,2,112
ขง-7693,27,11,3268.0,1,1,2,112
ขง-776,336,5,660.0,4,3,4,434
ขง-7761,112,23,20000.0,2,1,1,211
ขง-7838,106,2,100.0,2,4,4,244
ขง-8012,300,2,1450.0,3,4,3,343
ขง-8085,228,23,18668.0,3,1,1,311
ขง-8086,39,12,17520.0,1,1,1,111
ขง-8106,17,9,2380.0,1,2,3,123
ขง-8434,424,3,280.0,4,4,4,444
ขง-8696,327,5,448.0,4,3,4,434
ขง-904,49,14,1096.0,1,1,3,113
ขง-9137,104,9,7400.0,2,2,2,222
ขง-9242,74,7,6999.999999999999,2,2,2,222
ขง-9329,241,10,17050.0,3,2,1,321
ขง-9345,4,4,2200.0,1,3,3,133
ขง-9675,37,10,8800.0,1,2,1,121
ขง-9836,218,4,420.0,3,3,4,334
ขง-9936,160,26,8098.0,2,1,2,212
ขจ-1153,63,5,1830.0,1,3,3,133
ขจ-1376,182,18,9270.0,3,1,1,311
ขจ-1409,401,7,3160.0,4,2,2,422
ขจ-1566,273,6,4450.0,3,2,2,322
ขจ-175,211,9,6500.0,3,2,2,322
ขจ-1910,351,5,5600.0,4,3,2,432
ขจ-1927ชบ,58,7,7650.0,1,2,2,122
ขจ-1948,71,2,300.0,2,4,4,244
ขจ-1963,110,9,21000.0,2,2,1,221
ขจ-1977,12,2,4500.0,1,4,2,142
ขจ-2026,74,37,7370.0,2,1,2,212
ขจ-2138,346,6,14000.0,4,2,1,421
ขจ-2192,222,8,3900.0,3,2,2,322
ขจ-2206,92,9,14000.0,2,2,1,221
ขจ-2217,341,9,9200.0,4,2,1,421
ขจ-2313,29,8,3800.0,1,2,2,122
ขจ-2332,303,14,17300.0,3,1,1,311
ขจ-2976,361,2,2000.0,4,4,3,443
ขจ-31,308,4,4400.0,4,3,2,432
ขจ-31ชบ,30,8,6500.0,1,2,2,122
ขจ-3234,160,7,410.0,2,2,4,224
ขจ-3262,166,8,5230.0,2,2,2,222
ขจ-3262ชบ,96,2,900.0,2,4,3,243
ขจ-3293,337,6,810.0,4,2,3,423
ขจ-3374,37,2,2000.0,1,4,3,143
ขจ-3515,166,2,1450.0,2,4,3,243
ขจ-3564ชบ,407,5,720.0,4,3,3,433
ขจ-376,1,3,1470.0,1,4,3,143
ขจ-4009,210,7,7200.0,3,2,2,322
ขจ-4016ชบ,157,23,14696.0,2,1,1,211
ขจ-4139,160,13,53000.0,2,1,1,211
ขจ-4189,427,9,6400.0,4,2,2,422
ขจ-4223,16,14,3120.0,1,1,2,112
ขจ-4259,363,4,700.0,4,3,3,433
ขจ-4382 ชบ,302,9,920.0,3,2,3,323
ขจ-4436,181,5,448.0,3,3,4,334
ขจ-451,70,2,100.0,2,4,4,244
ขจ-4515,330,5,600.0,4,3,4,434
ขจ-4522,7,12,14650.0,1,1,1,111
ขจ-4576,341,7,760.0,4,2,3,423
ขจ-498,409,2,200.0,4,4,4,444
ขจ-4996,42,11,3340.0,1,1,2,112
ขจ-5042,375,3,280.0,4,4,4,444
ขจ-5097,86,9,5500.0,2,2,2,222
ขจ-5360,425,8,2530.0,4,2,2,422
ขจ-5369,350,2,1950.0,4,4,3,443
ขจ-5449,73,3,450.0,2,4,4,244
ขจ-5824,300,9,16000.0,3,2,1,321
ขจ-5871ชบ,313,2,230.0,4,4,4,444
ขจ-5901,119,5,660.0,2,3,4,234
ขจ-6017,221,2,800.0,3,4,3,343
ขจ-6071,21,8,2750.0,1,2,2,122
ขจ-6181,115,5,660.0,2,3,4,234
ขจ-63,301,23,13300.0,3,1,1,311
ขจ-6436,23,4,1800.0,1,3,3,133
