PEOPLE,STKCOD,DOCNUM,TRNQTY,STKDES
บ-001,T1956515DT30,RR180208006,5.0,ยางนอก BS 195/65-15 DT30
บ-001,T2457016HT100DT,RR180208006,2.0,ยางนอก DAYTON 245/70-16 H/T100
บ-001,T2056515GR100BS00,RR180208007,4.0,ยางนอก BS 205/65-15 GR100
บ-001,T2657016112HNTGHT,RR180208008,8.0,ยางนอก NTGHT 265/70-16 112H
บ-001,T1956015DT30,RR180208009,6.0,ยางนอก DAYTON 195/60-15 DT30
บ-001,T2157015R611BS00,RR180208010,20.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2157015LE02BS,RR180208011,20.0,ยางนอก FS 215/70-15 LE02
บ-001,T1955015MY02BS00,RR180210001,4.0,ยางนอก BS 195  /50 -15 MY02
บ-001,T20514CV9000,RR180210002,8.0,ยางนอก FS 205/14 CV9000
บ-001,T1956015GR100BS,RR180210003,4.0,ยางนอก BS 195/60-15 GR100
บ-001,T2056015GR100BS00,RR180210003,4.0,ยางนอก BS 205/60-15 GR100
บ-001,T2155517GR100BS00,RR180210003,4.0,ยางนอก BS 215/55-17 GR100
บ-001,T2255517GR100BS00,RR180210003,4.0,ยางนอก BS 225/55-17 GR100
บ-001,T2154517GR100,RR180210003,4.0,ยางรถยนต์ BS 215/45-17 GR100
บ-001,T1955015MY02BS00,RR180210004,1.0,ยางนอก BS 195  /50 -15 MY02
บ-001,T2256016GR100BS00,RR180212001,1.0,ยางนอก BS 225/60-16 GR-100
บ-001,T2057015LE02FS,RR180212002,6.0,ยางนอก FS 205/70-15 LE-02
บ-001,T1856015F01,RR180212003,8.0,ยางนอก BS 185/60-15 F01
บ-001,T1956016EP150BS00,RR180212004,8.0,ยางนอก BS 195  /60 -16 EP150
บ-001,T2257515R669BS00,RR180212005,6.0,ยางนอก BS 225/75-15 R669
บ-001,T2057015LE02FS,RR180213001,14.0,ยางนอก FS 205/70-15 LE-02
บ-001,T2154517DT30BS00,RR180214003,4.0,ยางนอก DAYTON  215/45-17 DT30
บ-001,T1956015EP300,RR180215001,2.0,ยางนอก BS 195/60-15 EP300
บ-001,T2256016GR100BS00,RR180215002,4.0,ยางนอก BS 225/60-16 GR-100
บ-001,T1856015DT30,RR180215003,4.0,ยางนอก DT 185/60-15 DT30
บ-001,T2254018RE003BS00,RR180215004,4.0,ยางนอก BS 225/40-18 RE003
บ-001,T1855516DT30,RR180215005,8.0,ยางรถยนต์ 185/55-16 DT30
บ-001,T1956015EP300,RR180217001,4.0,ยางนอก BS 195/60-15 EP300
บ-001,T1955016EP300,RR180219004,4.0,ยางนอก BS 195/50-16 EP300
บ-001,T2155517EP300,RR180216001,4.0,ยางนอก BS 215/55-17 EP300
บ-001,T1956515DT30,RR180217002,4.0,ยางนอก BS 195/65-15 DT30
บ-001,T2056515DT30DT00,RR180219005,4.0,ยางนอก DT 205/65-15 DT30
บ-001,T2457016HT100DT,RR180216002,4.0,ยางนอก DAYTON 245/70-16 H/T100
บ-001,T2054517MY02BS00,RR180221002,4.0,ยางนอก BS 205  /45 -17 MY02
บ-001,T1855516MY02BS00,RR180222001,4.0,ยางนอก BS 185 /55 -16 MY02
บ-001,T1955016MY02BS,RR180222002,2.0,ยางนอก BS 195/50-16 MY02
บ-001,T2054517RE003BS,RR180222003,2.0,ยางนอก BS 205/45-17 RE003
บ-001,T1956015GR100BS,RR180222004,8.0,ยางนอก BS 195/60-15 GR100
บ-001,T2155017GR100BS,RR180222005,2.0,ยางนอก BS 215/50-17 GR100
บ-001,T2657016EP850BS00,RR180222006,8.0,ยางนอก BS 265 / 70-16 Ecopia EP850
บ-001,T2156017EP850BS00,RR180222007,4.0,ยางนอก BS 215/60-17 EP850
บ-001,T2656517EP850BS00,RR180222007,8.0,ยางนอก BS 265 / 65-17 Ecopia EP850
บ-001,T2256517EP850BS00,RR180222007,4.0,ยางนอก BS 225 / 65-17 Ecopia EP850
บ-001,T1956015EP300,RR180222008,6.0,ยางนอก BS 195/60-15 EP300
บ-001,T2256517EP850BS00,RR180222008,4.0,ยางนอก BS 225 / 65-17 Ecopia EP850
บ-001,T2657016D840BS00,RR180222009,6.0,ยางนอก BS 265 / 70-16 D840
บ-001,T2156516R611BS,RR180222010,12.0,ยางนอก BS 215/65-16 R611
บ-001,T2156515L627BS,RR180222011,6.0,ยางนอก BS 215/65-15 L627
บ-001,T2455018TZ700FS00,RR180222012,4.0,ยางนอก FS 245/50-18 TZ700
บ-001,T2156016F01FS,RR180222013,4.0,ยางนอก FS 215/60-16 F01
บ-001,T1955515F01FS00,RR180222014,4.0,ยางนอก FS 195/55-15 F01
บ-001,T1955515F01FS00,RR180222015,4.0,ยางนอก FS 195/55-15 F01
บ-001,T1955015DT30,RR180222016,6.0,ยางนอก BS 195/50-15 DT30
บ-001,T1955515DT30,RR180222016,5.0,ยางนอก BS 195/55-15 DT30
บ-001,T1756514DT30,RR180222017,8.0,ยางนอก BS 175/65-14 DT30
บ-001,T2657016H/T100,RR180222018,8.0,ยางนอก BS 265/70-16 H/T 100
บ-001,T1956015F01,RR180224001,12.0,ยางนอก BS 195/60-15 F01
บ-001,T1856515F01,RR180224002,1.0,ยางนอก BS 185/65-15 F01
บ-001,T2056515F01FS00,RR180224002,2.0,ยางนอก FS 205/65-15 F01
บ-001,T19514CV9000FS,RR180224003,2.0,ยางนอก FS 195/14 CV9000
บ-001,T2157015R611BS00,RR180224004,12.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2657016D840BS00,RR180223001,2.0,ยางนอก BS 265 / 70-16 D840
บ-001,T1955515GR100BS00,RR180224006,4.0,ยางนอก BS 195/55-15 GR100
บ-001,T2656018HT100DT,RR180224007,4.0,ยางนอก DAYTON 265/60-18 H/T100
บ-001,T2257515R669BS00,RR180224008,6.0,ยางนอก BS 225/75-15 R669
บ-001,T2056515GR100BS00,RR180224009,4.0,ยางนอก BS 205/65-15 GR100
บ-001,T1656514EP150BS00,RR180224010,4.0,ยางนอก BS 165/65-14 EP150
บ-001,T2357016LE02FS,RR180224011,2.0,ยางนอก FS 235/70-16 LE02
บ-001,T2656517LE02FS00,RR180224011,4.0,ยางนอก FS 265/65-17 LE-02
บ-001,T1756515F01,RR180224012,1.0,ยางนอก BS 175/65-15 F01
บ-001,T2255517F01FS00,RR180224012,4.0,ยางนอก FS 225/55-17 F01
บ-001,T1856015F01,RR180227001,2.0,ยางนอก BS 185/60-15 F01
บ-001,T2057514RE611BS00,RR180227002,6.0,ยางนอก BS 205  /75 -14 R611
บ-001,T2656018D684BS00,RR180227003,12.0,ยางนอก BS 265/60-18 D684
บ-001,T2656517D693BS,RR180227004,40.0,ยางนอก BS 265/65-17 D693
บ-001,T1756514F01FS00,RR180227005,4.0,ยางนอก FS 175/65-14 F01
บ-001,T2055016MY02BS00,RR180227006,1.0,ยางนอก BS 205  /50 -16 MY02
บ-001,T2155517F01FS00,RR180228001,6.0,ยางนอก FS 215/55-17 F01
บ-001,T2254018DT30BS00,RR180306001,4.0,ยางนอก BS 225/40-18 DT30
บ-001,T2656517D68412BS00,RR180310003,12.0,ยางนอก BS 265 / 65-17 D684
บ-001,T2156516EP850,RR180310004,8.0,ยางนอก BS 215/65-16 EP850
บ-001,T1955016F01FS00,RR180310005,1.0,ยางนอก FS 195/50-16 F01
บ-001,T2056515DT30DT00,RR180309005,4.0,ยางนอก DT 205/65-15 DT30
บ-001,T1956515DT30,RR180309006,8.0,ยางนอก BS 195/65-15 DT30
บ-001,T2354018DT30DT,RR180309006,1.0,ยางนอก DAYTON 235/40-18 DT30
บ-001,T1955515DT30,RR180309007,8.0,ยางนอก BS 195/55-15 DT30
บ-001,T2457016HT100DT,RR180309008,7.0,ยางนอก DAYTON 245/70-16 H/T100
บ-001,T1955515DT30,RR180309009,10.0,ยางนอก BS 195/55-15 DT30
บ-001,T1756515F01,RR180309010,2.0,ยางนอก BS 175/65-15 F01
บ-001,T1856015F01,RR180309011,7.0,ยางนอก BS 185/60-15 F01
บ-001,T2057514RE611BS00,RR0180309012,2.0,ยางนอก BS 205  /75 -14 R611
บ-001,T1956515GR100BS00,RR180309013,2.0,ยางนอก BS 195/65-15 GR100
บ-001,T2055016MY02BS00,RR180309013,1.0,ยางนอก BS 205  /50 -16 MY02
บ-001,T1856015EP150BS00,RR180309013,5.0,ยางนอก BS 185/60-15 EP150
บ-001,T1856514EP150BS,RR180309014,4.0,ยางนอก BS 185/65-14 EP150
บ-001,T1955015RE003BS00,RR180309015,4.0,ยางนอก BS 195/50-15 RE003
บ-001,T2154517GR100,RR180309016,4.0,ยางรถยนต์ BS 215/45-17 GR100
บ-001,T2456517D840BS00,RR180309017,1.0,ยางนอก BS 245 / 65-17 D840
บ-001,SERVICE001,GR0000018,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR0000018,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180131001,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180131001,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180131002,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180131002,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180131003,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180131003,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180131004,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180131004,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180131005,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180131005,1.0,หัก ณ ที่จ่าย 3%
บ-001,T2157015R611BS00,RR180315001,4.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2556517D840YBS00,RR180315002,4.0,ยางนอก BS 255 / 65-17 D840
บ-001,T2156016GR100BS00,RR180315003,1.0,ยางนอก BS 215/60-16 GR100
บ-001,T2156016EP300,RR180315004,1.0,ยางนอก BS 215/60-16 EP300
บ-001,T2056016EP300,RR180315005,8.0,ยางนอก BS 205/60-15 EP300
บ-001,T2157015R611BS00,RR180315006,8.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2157015R611BS00,RR180315007,8.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T1856514F01FS00,RR180315008,8.0,ยางนอก FS 185/65-14 F01
บ-001,T2154517DT30BS00,RR180314004,1.0,ยางนอก DAYTON  215/45-17 DT30
บ-001,T1956515EP300,RR180316002,12.0,ยางนอก BS 195/65-15  EP300
บ-001,T2157015R611BS00,RR180316003,20.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2656517D693BS,RR180322001,40.0,ยางนอก BS 265/65-17 D693
บ-001,T1956515GR100BS00,RR180324002,10.0,ยางนอก BS 195/65-15 GR100
บ-001,T1856015DT30,RR180327001,8.0,ยางนอก DT 185/60-15 DT30
บ-001,T2154517DT30BS00,RR180328006,4.0,ยางนอก DAYTON  215/45-17 DT30
บ-001,T1856015F01,RR180407003,2.0,ยางนอก BS 185/60-15 F01
บ-001,T1955515DT30,RR180407004,2.0,ยางนอก BS 195/55-15 DT30
บ-001,T1956015DT30,RR180407005,7.0,ยางนอก DAYTON 195/60-15 DT30
บ-001,T2156016DT30,RR180407006,4.0,ยางนอก BS 215/60-16 DT30
บ-001,T2156016DT30,RR180407007,3.0,ยางนอก BS 215/60-16 DT30
บ-001,T2457016HT100DT,RR180407007,10.0,ยางนอก DAYTON 245/70-16 H/T100
บ-001,T2657016H/T100,RR180407007,5.0,ยางนอก BS 265/70-16 H/T 100
บ-001,T1955015DT30,RR180407007,4.0,ยางนอก BS 195/50-15 DT30
บ-001,SERVICE001,GR180227001,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180227001,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180227002,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180227002,1.0,หัก ณ ที่จ่าย 3%
บ-001,T2656517D68412BS00,RR180421001,4.0,ยางนอก BS 265 / 65-17 D684
บ-001,T1856015EP300,RR180420005,8.0,ยางนอก BS 185/60-15 EP300
บ-001,T1956515EP300,RR180420005,8.0,ยางนอก BS 195/65-15  EP300
บ-001,T1856015EP150BS00,RR180420006,8.0,ยางนอก BS 185/60-15 EP150
บ-001,T1956015GR100BS,RR180420006,4.0,ยางนอก BS 195/60-15 GR100
บ-001,T1856514EP150BS,RR180420007,4.0,ยางนอก BS 185/65-14 EP150
บ-001,T2257015D684BS00,RR180420008,4.0,ยางนอก BS 225 / 70-15 D684
บ-001,T2656517EP850BS00,RR180420008,1.0,ยางนอก BS 265 / 65-17 Ecopia EP850
บ-001,T21514L677BS00,RR180420009,4.0,ยางนอก BS 215 -14 L677
บ-001,T2457016D840BS00,RR180420010,3.0,ยางนอก BS 245 / 70-16 D840
บ-001,T2257515R669BS00,RR180420011,3.0,ยางนอก BS 225/75-15 R669
บ-001,T2157015R611BS00,RR180420012,11.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2054517R609,RR180418005,12.0,ยางนอก BS 205/45-17 R609
บ-001,T2154517PS48,RR180418005,4.0,ยางนอก BS 215/45-17 PS48
บ-001,T2255517Z322,RR180418006,4.0,ยางนอก BS 225/55-17 Z322
บ-001,T2254518J389,RR180418006,12.0,ยางนอก BS 225/45-18 J389
บ-001,T1855515U718,RR180418007,8.0,ยางนอก BS 185/55-15 U718
บ-001,T1955515L325,RR180418007,8.0,ยางนอก BS 195/55-15 L325
บ-001,T1955015F01FS00,RR180418008,4.0,ยางนอก FS 195/50-15 F01
บ-001,T1955016F01FS00,RR180418008,6.0,ยางนอก FS 195/50-16 F01
บ-001,T2255017EP300,RR180418009,3.0,ยางนอก BS 225/50-17 EP300
บ-001,T1955515RE003BS00,RR180418010,4.0,ยางนอก BS 195/55-15 RE003
บ-001,T20514L677BS00,RR180418011,2.0,ยางนอก BS 205 -14 L677
บ-001,T2657016D840BS00,RR180418012,12.0,ยางนอก BS 265 / 70-16 D840
บ-001,T2656517D68412BS00,RR180418013,12.0,ยางนอก BS 265 / 65-17 D684
บ-001,T2155517DT30DT00,RR180412001,6.0,ยางนอก DT 215/55-17 DT30
บ-001,T21514L677BS00,RR180412002,5.0,ยางนอก BS 215 -14 L677
บ-001,T2656517D68412BS00,RR180412002,4.0,ยางนอก BS 265 / 65-17 D684
บ-001,T2257015D684BS00,RR180412002,4.0,ยางนอก BS 225 / 70-15 D684
บ-001,T1955016EP300,RR180412003,8.0,ยางนอก BS 195/50-16 EP300
บ-001,T1955515GR100BS00,RR180412003,2.0,ยางนอก BS 195/55-15 GR100
บ-001,T2057015R611BS00,RR180412004,11.0,ยางนอก BS 205/70-15 R611
บ-001,T1757014DT30,RR180412005,4.0,ยางนอก BS 175/70-14 DT 30
บ-001,T1856514DT30,RR180412005,4.0,ยางนอก BS 185/65-14 DT30
บ-001,T2656517D68412BS00,RR180423001,5.0,ยางนอก BS 265 / 65-17 D684
บ-001,T1756515EP300BS,RR180425001,8.0,ยางนอก BS 175/65-15 EP300
บ-001,T1956015EP300,RR180427001,4.0,ยางนอก BS 195/60-15 EP300
บ-001,T2156016EP300,RR180427001,5.0,ยางนอก BS 215/60-16 EP300
บ-001,T2055017EP300,RR180427001,1.0,ยางนอก BS 205/50-17 EP300
บ-001,T2054517DT30BS,RR180427002,4.0,ยางนอก BS 205/45-17 DT30
บ-001,T2054517DT30BS,RR180427003,7.0,ยางนอก BS 205/45-17 DT30
บ-001,T2054517DT30BS,RR180426006,7.0,ยางนอก BS 205/45-17 DT30
บ-001,T1856514DT30,RR180427004,8.0,ยางนอก BS 185/65-14 DT30
บ-001,T1856514F01FS00,RR180427005,8.0,ยางนอก FS 185/65-14 F01
บ-001,T19514CV9000FS,RR180427006,20.0,ยางนอก FS 195/14 CV9000
บ-001,T2157015R611BS00,RR180427007,4.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2057015R611BS00,RR180427008,8.0,ยางนอก BS 205/70-15 R611
บ-001,T2255017T005,RR180428001,4.0,ยางนอก BS 225/50-17 T005
บ-001,T2154517T005,RR180428002,4.0,ยางนอก BS 215/45-17 T005
บ-001,T1756515F01,RR180428003,4.0,ยางนอก BS 175/65-15 F01
บ-001,T1956515V705,RR180428004,8.0,ยางนอก BS 195/65-15 V705
บ-001,T2055516RS73,RR180428004,8.0,ยางนอก BS 205/55-16 RS73
บ-001,T2156516LE02FS00,RR180428005,10.0,ยางนอก FS 215/65-16 LE02
บ-001,T2157015R611BS00,RR180428006,20.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2556517D840YBS00,RR180428007,8.0,ยางนอก BS 255 / 65-17 D840
บ-001,T1955015RE003BS00,RR180430001,4.0,ยางนอก BS 195/50-15 RE003
บ-001,T1955016MY02BS,RR180430002,6.0,ยางนอก BS 195/50-16 MY02
บ-001,T1956515EP300,RR180409001,4.0,ยางนอก BS 195/65-15  EP300
บ-001,T1955515GR100BS00,RR180508001,1.0,ยางนอก BS 195/55-15 GR100
บ-001,T2254517T005,RR180504004,4.0,ยางนอก BS 225/45-17 T005
บ-001,T2156016T005,RR180504005,4.0,ยางนอก BS 215/60-16 T005
บ-001,T1756514F01FS00,RR180504006,1.0,ยางนอก FS 175/65-14 F01
บ-001,SERVICE001,GR180328001,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180328001,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180328002,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180328002,1.0,หัก ณ ที่จ่าย 3%
บ-001,SERVICE001,GR180328003,1.0,ส่งเสริมการขาย 0%
บ-001,TAX,GR180328003,1.0,หัก ณ ที่จ่าย 3%
บ-001,T1756514EP150BS00,RR180509001,3.0,ยางนอก BS 175/65-14 EP150
บ-001,T1756514EP150BS00,RR180509002,8.0,ยางนอก BS 175/65-14 EP150
บ-001,T2156016EP300,RR180509003,2.0,ยางนอก BS 215/60-16 EP300
บ-001,T2657016EP850BS00,RR180510002,4.0,ยางนอก BS 265 / 70-16 Ecopia EP850
บ-001,T2457016D840BS00,RR180511002,7.0,ยางนอก BS 245 / 70-16 D840
บ-001,T2057015R611BS00,RR180510003,12.0,ยางนอก BS 205/70-15 R611
บ-001,T1857014EP150BS00,RR180511003,4.0,ยางนอก BS 185/70-14 EP150
บ-001,T2157015R611BS00,RR180511004,4.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T2656018684DZBS00,RR180512002,2.0,ยางนอก BS 265 / 60-18 684DZ
บ-001,T2155517EP300,RR180514001,1.0,ยางนอก BS 215/55-17 EP300
บ-001,T1856515EP150BS,RR180514001,2.0,ยางนอก BS 185/65-15 EP150
บ-001,T2157015R611BS00,RR180514002,16.0,ยางนอก BS 215 / 70 -15 R611
บ-001,T1856514EP150BS,RR180514003,2.0,ยางนอก BS 185/65-14 EP150
บ-001,T2254018L626,RR180515005,4.0,ยางนอก BS 225/40-18 L626
บ-001,T1856015EP300,RR180515006,5.0,ยางนอก BS 185/60-15 EP300
บ-001,T1855516DT30,RR180516001,1.0,ยางรถยนต์ 185/55-16 DT30
บ-001,T2155517T005BS,RR180516002,4.0,ยางนอก BS 215/55-17 T005
บ-001,T1956015EP300,RR180516003,3.0,ยางนอก BS 195/60-15 EP300
บ-001,T2553518RE003BS,RR180516004,2.0,ยางนอก BS 255/35-18 RE003
บ-001,T20514L677BS00,RR180516005,4.0,ยางนอก BS 205 -14 L677
บ-001,T2156516R611BS,RR180516006,14.0,ยางนอก BS 215/65-16 R611
บ-001,T2457016D840BS00,RR180516007,12.0,ยางนอก BS 245 / 70-16 D840
บ-001,T1856514EP150BS,RR180516008,4.0,ยางนอก BS 185/65-14 EP150
บ-001,T2056515F01FS00,RR180521001,4.0,ยางนอก FS 205/65-15 F01
บ-001,T1956015F01,RR180521002,4.0,ยางนอก BS 195/60-15 F01
บ-001,T2155517EP300,RR180517002,1.0,ยางนอก BS 215/55-17 EP300
บ-001,T2055516N925,RR180517003,8.0,ยางนอก BS 205/55-16 N925
บ-001,T1856514EP150BS,RR180516010,4.0,ยางนอก BS 185/65-14 EP150
บ-001,T2056016F01FS00,RR180518002,2.0,ยางนอก FS 205/60-16 F01
บ-001,T2154517F01FS00,RR180518002,4.0,ยางนอก FS 215/45-17 F01
บ-001,T2157016R611BS00,RR180518003,1.0,ยางนอก BS 215 / 70 -16 R611
บ-001,T2155517W397,RR180521004,4.0,ยางนอก BS 215/55-17 W397
บ-001,T2255517Z322,RR180521004,4.0,ยางนอก BS 225/55-17 Z322
บ-001,T2055516F01FS00,RR180521005,4.0,ยางนอก FS 205/55-16 F01
บ-001,T2254518J389,RR180521006,4.0,ยางนอก BS 225/45-18 J389
บ-001,T2254018L626,RR180521007,4.0,ยางนอก BS 225/40-18 L626
บ-001,T19514CV9000FS,CP180516001,20.0,ยางนอก FS 195/14 CV9000
บ-001,T2054516MY02BS00,RR180524001,4.0,ยางนอก BS 205  /45 -16 MY02
บ-001,T1756515F01,RR180531001,6.0,ยางนอก BS 175/65-15 F01
บ-001,T1956015F01,RR180531002,8.0,ยางนอก BS 195/60-15 F01
บ-001,T2056515F01FS00,RR180531002,8.0,ยางนอก FS 205/65-15 F01
